year,month,date_reported,arrest_date,borough,offense_category,offense_description,bias_motive,offense_category
2019,October,10/22/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/25/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2019,October,10/27/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/01/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/17/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-OTHER RELIGION,Religion/Religious Practice
2020,October,10/13/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/27/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/01/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,October,10/05/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/09/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/14/2021,10/17/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,October,12/19/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/08/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/02/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/30/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/27/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/03/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/20/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,11/02/2022,11/09/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-CATHOLIC,Religion/Religious Practice
2022,October,10/26/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/23/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/14/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/24/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/31/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/23/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/27/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/06/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/19/2022,,QUEENS,FELONY,PENAL LAW,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,October,11/01/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/24/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/28/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/11/2019,11/13/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/03/2019,01/05/2022,BROOKLYN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2019,November,11/21/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/10/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/10/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/07/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/14/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/05/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,November,11/28/2020,11/28/2020,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,November,11/07/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,November,11/20/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,November,01/22/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,November,11/19/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,November,11/06/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,November,12/21/2021,09/27/2022,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/30/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/10/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/14/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/22/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/07/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/11/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/29/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,November,03/04/2022,03/04/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2022,November,11/08/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/07/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/15/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/25/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/14/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/02/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2022,November,11/09/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/26/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/07/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/03/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/27/2019,12/28/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/27/2019,12/27/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/24/2019,08/30/2020,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Race/Religious Practice
2019,December,12/22/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/11/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/31/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,01/02/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-ARAB,Ethnicity/National Origin/Ancestry
2019,December,12/04/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/27/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/31/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/18/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2019,December,12/24/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/27/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/12/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Race/Religious Practice
2020,December,12/26/2020,12/31/2020,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,December,01/26/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,December,12/26/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,December,01/02/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,December,12/09/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,December,02/24/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,December,12/18/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,December,12/16/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,December,12/15/2021,09/28/2022,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/28/2021,09/28/2022,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/06/2021,12/06/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/03/2021,12/16/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/14/2021,12/16/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/14/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/26/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/09/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,01/04/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-LGBT (MIXED GROUP),Sexual Orientation
2021,December,12/06/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/21/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/09/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/28/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,December,12/12/2022,12/12/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2022,December,12/06/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,December,12/11/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,January,01/15/2019,01/16/2019,BROOKLYN,FELONY,MURDER,ANTI-ASIAN,Race/Color
2021,April,04/23/2021,04/27/2021,BRONX,FELONY,MURDER,ANTI-ASIAN,Race/Color
2021,April,04/23/2021,02/09/2022,BRONX,FELONY,MURDER,ANTI-ASIAN,Race/Color
2021,April,04/23/2021,,MANHATTEN,FELONY,MURDER,ANTI-ASIAN,Race/Color
2020,September,09/07/2020,09/07/2020,BROOKLYN,FELONY,MURDER,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,January,01/30/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2019,January,01/14/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,January,07/03/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI_BLACK,Race/Color
2019,January,03/05/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,January,01/17/2020,01/16/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,January,01/10/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,January,01/13/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2020,January,01/17/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,January,01/07/2021,03/19/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2021,January,01/04/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2021,January,01/10/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,January,01/25/2022,01/25/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,January,01/05/2022,02/08/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,January,02/03/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,January,01/26/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,January,02/07/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-TRANSGENDER,Gender
2022,January,01/17/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,January,01/15/2023,01/14/2023,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2023,January,02/02/2023,02/16/2023,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,January,01/25/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,January,03/24/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,January,01/26/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2023,January,01/25/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,January,01/05/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,January,01/15/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,February,02/08/2019,02/08/2019,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,February,02/11/2019,06/27/2019,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,February,02/11/2019,08/28/2019,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,February,04/13/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,February,02/27/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-LGBT (MIXED GROUP),Sexual Orientation
2019,February,03/05/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2020,February,02/05/2020,02/14/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2020,February,02/24/2020,03/10/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2020,February,02/11/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,February,02/06/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,February,02/10/2021,03/13/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,February,02/02/2021,03/18/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,February,03/03/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,February,02/04/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,February,02/24/2022,08/01/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,February,02/07/2022,02/07/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2022,February,02/17/2022,03/28/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-OTHER RELIGION,Religion/Religious Practice
2022,February,02/22/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,February,02/15/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,February,02/18/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-TRANSGENDER,Gender
2022,February,02/14/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,February,02/07/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2022,February,02/16/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2022,February,02/13/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,February,02/15/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,February,02/24/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,February,03/05/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,February,02/07/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2023,February,02/19/2023,03/13/2023,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2023,February,02/08/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,February,02/23/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,March,03/12/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/12/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/06/2020,03/06/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/24/2020,03/24/2020,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2020,March,03/08/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/08/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/11/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2020,March,03/25/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-TRANSGENDER,Gender
2021,March,03/03/2021,03/24/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,March,10/26/2021,03/02/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-WHITE,Race/Color
2021,March,04/01/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,March,03/28/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,March,03/09/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,March,03/20/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,March,03/15/2022,04/19/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,March,03/12/2022,03/16/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,March,03/12/2022,04/04/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,March,03/18/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/09/2022,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,March,04/11/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,March,03/03/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2023,March,03/23/2023,03/23/2023,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,March,03/21/2023,04/12/2023,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,March,03/13/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2023,March,03/30/2023,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2023,March,04/03/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,April,04/05/2019,04/06/2019,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,April,04/21/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2019,April,04/04/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2020,April,04/19/2020,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,04/06/2021,04/06/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,04/09/2021,04/09/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,04/13/2021,04/15/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,04/07/2021,04/20/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,04/29/2021,06/03/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,April,04/15/2021,02/24/2022,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,04/17/2021,04/17/2021,BRONX,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,04/15/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,04/27/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,April,04/19/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,05/11/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2021,April,04/21/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2021,April,04/13/2021,,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,April,04/26/2022,05/03/2022,MANHATTEN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/02/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-ASIAN,Race/Color
2022,April,04/19/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/19/2022,,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2023,April,04/21/2023,04/21/2023,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,April,04/24/2023,05/03/2023,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2023,April,04/02/2023,05/05/2023,QUEENS,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-TRANSGENDER,Gender
2023,April,04/14/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
2023,April,04/19/2023,,STATEN ISLAND,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-BLACK,Race/Color
2019,May,05/14/2019,05/14/2019,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-MUSLIM,Religion/Religious Practice
2019,May,05/08/2019,,BROOKLYN,MISDEMEANOR,OFFENSE AGAINT PUBLIC,ANTI-JEWISH,Religion/Religious Practice
