complaint_year,month_number,date_reported,arrest_date,borough,county,offense_category,offense_description,police_description,bias_motive,offense_category,
2022,6,06/24/2022,,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS NORTH
2022,2,02/20/2022,,QUEENS,KINGS,MISDEMEANOR,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2022,5,05/27/2022,,QUEENS,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS NORTH
2022,5,05/16/2022,,QUEENS,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2022,3,03/28/2022,,QUEENS,QUEENS,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-BLACK,Race/Color,QUEENS NORTH
2022,2,02/10/2022,,QUEENS,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2022,9,09/21/2022,,QUEENS,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,QUEENS NORTH
2022,8,08/11/2022,,QUEENS,RICHMOND,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,QUEENS NORTH
2023,3,03/20/2023,03/20/2023,QUEENS,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,QUEENS NORTH
2023,3,03/20/2023,04/20/2023,QUEENS,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-GENDER NON-CONFORMING,Gender,QUEENS NORTH
2023,4,04/07/2023,04/25/2023,QUEENS,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2023,5,05/17/2023,05/17/2023,QUEENS,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,QUEENS NORTH
2023,1,01/08/2023,01/08/2023,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2023,1,01/15/2023,01/14/2023,QUEENS,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,QUEENS NORTH
2023,1,01/15/2023,01/14/2023,QUEENS,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Race/Color,QUEENS NORTH
2023,1,01/15/2023,01/14/2023,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,QUEENS NORTH
2023,1,01/30/2023,02/05/2023,QUEENS,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2023,2,02/24/2023,03/03/2023,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,QUEENS NORTH
2023,3,03/06/2023,03/06/2023,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,QUEENS NORTH
2023,2,02/19/2023,03/13/2023,QUEENS,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,QUEENS NORTH
2023,3,03/31/2023,04/07/2023,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Race/Color,QUEENS NORTH
2023,4,04/16/2023,04/16/2023,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS NORTH
2023,4,04/21/2023,04/21/2023,QUEENS,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2023,4,04/25/2023,04/25/2023,QUEENS,KINGS,FELONY,MISCELLANEOUS PENAL LAW,RECKLESS ENDANGERMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2023,3,03/05/2023,04/27/2023,QUEENS,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,QUEENS NORTH
2023,3,03/30/2023,05/02/2023,QUEENS,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2023,5,05/12/2023,05/12/2023,QUEENS,KINGS,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2023,3,03/29/2023,05/18/2023,QUEENS,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,QUEENS NORTH
2023,5,05/24/2023,05/24/2023,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,QUEENS NORTH
2023,3,03/31/2023,05/26/2023,QUEENS,KINGS,FELONY,ROBBERY,"ROBBERY,CLOTHING",ANTI-ASIAN,Race/Color,QUEENS NORTH
2023,5,05/02/2023,06/06/2023,QUEENS,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-CATHOLIC,Religion/Religious Practice,QUEENS NORTH
2023,6,06/10/2023,06/10/2023,QUEENS,KINGS,FELONY,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE,POSSESS.",ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,5,05/25/2023,06/11/2023,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,5,05/02/2023,06/11/2023,QUEENS,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-CATHOLIC,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/15/2023,06/14/2023,QUEENS,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,QUEENS SOUTH
2023,3,03/29/2023,06/25/2023,QUEENS,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/15/2023,06/26/2023,QUEENS,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/23/2023,06/28/2023,QUEENS,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/15/2023,06/30/2023,QUEENS,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,QUEENS SOUTH
2023,1,01/03/2023,01/03/2023,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,1,01/07/2023,01/07/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,1,01/11/2023,01/11/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,QUEENS SOUTH
2023,12,01/01/2023,01/15/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,1,01/17/2023,01/16/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-BLACK,Race/Color,QUEENS SOUTH
2023,1,01/17/2023,01/17/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,1,01/17/2023,01/17/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-BLACK,Race/Color,QUEENS SOUTH
2023,1,01/08/2023,01/20/2023,QUEENS,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-WHITE,Race/Color,QUEENS SOUTH
2023,2,02/09/2023,02/09/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,QUEENS SOUTH
2023,2,02/11/2023,02/11/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,QUEENS SOUTH
2023,2,02/10/2023,02/13/2023,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,2,02/12/2023,02/13/2023,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,2,02/13/2023,02/13/2023,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,1,01/30/2023,02/16/2023,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,1,02/02/2023,02/16/2023,QUEENS,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,2,02/20/2023,02/21/2023,QUEENS,NEW YORK,FELONY,ARSON,"ARSON 2,3,4",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,2,02/13/2023,02/27/2023,QUEENS,NEW YORK,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,3,03/10/2023,03/10/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Race/Color,QUEENS SOUTH
2023,3,03/15/2023,03/15/2023,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,3,03/23/2023,03/23/2023,QUEENS,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,3,03/31/2023,03/31/2023,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/08/2023,04/08/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,4,04/13/2023,04/13/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,4,04/16/2023,04/16/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER,ANTI-BLACK,Race/Color,QUEENS SOUTH
2023,4,04/04/2023,04/18/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,4,04/21/2023,04/21/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,2,02/19/2023,04/25/2023,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,3,03/16/2023,05/01/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,3,03/23/2023,05/01/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,4,04/28/2023,05/01/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,4,04/24/2023,05/03/2023,QUEENS,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,QUEENS SOUTH
2023,4,04/06/2023,05/04/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,4,04/02/2023,05/05/2023,QUEENS,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-TRANSGENDER,Gender,QUEENS SOUTH
2023,4,04/18/2023,05/10/2023,QUEENS,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,5,05/12/2023,05/12/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,4,04/06/2023,05/20/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,5,05/22/2023,05/22/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,4,04/06/2023,05/25/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,4,04/06/2023,05/27/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,4,04/06/2023,06/01/2023,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,6,06/02/2023,06/02/2023,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,1,01/23/2023,01/23/2023,QUEENS,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-BLACK,Race/Color,QUEENS SOUTH
2023,1,01/23/2023,01/25/2023,QUEENS,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,1,01/30/2023,02/05/2023,QUEENS,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-CATHOLIC,Religion/Religious Practice,QUEENS SOUTH
2023,2,02/19/2023,02/19/2023,QUEENS,QUEENS,FELONY,FELONY ASSAULT,ASSAULT OTHER PUBLIC SERVICE EMPLOYEE,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,2,02/17/2023,03/04/2023,QUEENS,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,QUEENS SOUTH
2023,3,03/02/2023,03/06/2023,QUEENS,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,3,03/06/2023,03/06/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,3,03/25/2023,03/25/2023,QUEENS,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,3,03/21/2023,03/26/2023,QUEENS,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,3,03/22/2023,03/26/2023,QUEENS,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,3,03/24/2023,03/26/2023,QUEENS,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,3,03/24/2023,03/27/2023,QUEENS,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,3,03/21/2023,04/12/2023,QUEENS,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,4,04/13/2023,04/12/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,QUEENS SOUTH
2023,3,03/31/2023,04/18/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,4,04/25/2023,05/10/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,QUEENS SOUTH
2023,5,05/07/2023,05/11/2023,QUEENS,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,05/02/2023,05/16/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,QUEENS SOUTH
2023,5,05/19/2023,05/19/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,4,04/20/2023,05/23/2023,QUEENS,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,5,05/02/2023,05/24/2023,QUEENS,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,5,05/20/2023,05/27/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,5,05/05/2023,05/27/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,5,05/15/2023,05/27/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,5,05/19/2023,05/27/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,5,05/22/2023,05/27/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,5,05/18/2023,05/27/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,6,06/05/2023,06/05/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,6,06/05/2023,06/08/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,6,06/19/2023,06/19/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/25/2023,06/27/2023,QUEENS,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MUSLIM,Religion/Religious Practice,QUEENS SOUTH
2023,6,06/27/2023,06/27/2023,QUEENS,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,QUEENS SOUTH
2023,4,04/19/2023,,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/14/2023,,QUEENS,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,QUEENS SOUTH
2023,3,03/16/2023,,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,1,01/22/2023,,QUEENS,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Race/Color,QUEENS SOUTH
2023,3,03/18/2023,,QUEENS,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/24/2023,,QUEENS,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,2,02/08/2023,,QUEENS,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,QUEENS SOUTH
2023,1,01/16/2023,,QUEENS,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/15/2023,,QUEENS,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,1,01/25/2023,,QUEENS,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,5,05/11/2023,,QUEENS,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,5,05/18/2023,,QUEENS,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,QUEENS SOUTH
2023,3,03/07/2023,,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,5,05/07/2023,,QUEENS,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,MAKING TERRORISTIC THREAT,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/04/2023,,QUEENS,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,6,06/23/2023,,QUEENS,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,QUEENS SOUTH
2023,1,01/20/2023,,QUEENS,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,4,04/21/2023,,QUEENS,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,QUEENS SOUTH
2023,2,02/19/2023,,QUEENS,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,QUEENS SOUTH
